id,part,step,metaphor,style,time,response
4a1899,A,6,diverge,animate,62897,"Product A steadily declined in sales from 2010 to 2020. There were a few years, 2016 and 2018 where the sales increased, but overall the sales followed a downwards trajectory"
4a1899,A,7,cross,arrow,84944,"Product A started with a sharp decline in sales in 2011. Following that decline it steadily grew in sales from 2011 to 2020, with one dip in sales in 2018. "
4a1899,A,8,converge,arrow,43513,"Product A shot up in sales from 2010 to 2011, then dipped back down in 2012. From 2012, the sales have been steadily increasing, with a plateau from 2014 to 2016. "
4a1899,A,9,diverge,arrow,58253,"Product A started on a downwards sale trajectory. IN 2015 and 2017 the sales spiked up, but quickly spiked down the following years in 2016 and 2018, respectfully. "
60a48b,A,1,cross,animate,268471,"From 2010 to 2012, its sales increased, then decreased from 2012 to 2014, ending with an increase from 2014 to 2020 and, in the meantime, selling product A in sales in 2015"
60a48b,A,2,converge,animate,280609,"From 2010 to 2011, sales of product A increased threefold, then had a slight decrease from 2011 to 2012 and had a steady increase in sales with a slight deviation for higher sales in 2014 to 2016 and a slight variation for lower sales in 2016."
60a48b,A,3,diverge,plain,350322,"Product A loses sales from 2010 to 2014, it also loses sales in 2015 and from 2017 to 2020, however, we are able to observe an increase in 2014 and 2016."
60a48b,A,4,converge,arrow,252979,"Sales of product A are growing from 2010 to 2011, from 2012 to 2014, they also continue to increase from 2016 to 2020, we can only observe a decrease in sales in 2011"
60a48b,A,5,cross,plain,164044,"Sales of product A increases from 2010 to 2013, then we observe its decrease in sales in 2013 and an increase in sales from 2014 to 2020, this product was also ahead of product A in sales in mid-2018"
60a48b,A,6,diverge,arrow,386531,"Sales of product A have been decreasing continuously from 2010 to 2014, then increasing in 2014 and 2018 and decreasing in 2015, 2017, and 2019. It is worth noting that in 2017 its sales decreased over 3 times."
60a48b,A,7,converge,plain,293924,"Sales of product A from 2010 to 2012 are significantly increasing, we can observe virtually unchanged sales in 2012 and 2013, then constantly growing from 2014 to 2020."
60a48b,A,8,cross,arrow,160754,"Sales of product A decreased in 2010, but from 2011 to 2017 it increased its sales more than 6 times, then we are able to observe a second decrease in sales in 2017 and its increase in 2018 and 2019."
60a48b,A,9,diverge,animate,356376,"The sales of product A are constantly decreasing from 2010 to 2014, in 2014 its sales slightly increase, and then it began to decrease again from 2015 to 2016. In 2017, it for the last time increased its sales, and in 2019 and 2019 it decreased its sales again."
6c3ec2,A,1,diverge,plain,57792,"It starts lower than B, and as time goes by, it generally just continues to go low and low. With a little peaks but not much compared to how much it decreases."
6c3ec2,A,2,cross,arrow,58289,"The blue line starts much lower than the other one, but with time it increases, to the point it gets higher than the other one, and it seems like it's going to continue increasing"
6c3ec2,A,3,cross,plain,50841,"Like the last one, the blue line starts way lower than the other one, but with time it increases to the point it gets even higher than the other one and it looks like it's going to continue that way"
6c3ec2,A,4,cross,animate,82922,"The blue line starts low, but it increases notably fast and it even surpasses the other one. It looks like it's going to continue increasing and increasing"
6c3ec2,A,5,converge,plain,57415,"The blue line starts real low, with time it increases steadily, but at least to the end of this chart, it still doesn't surpass the other one. But by the looks of it, it will do it eventually"
6c3ec2,A,6,converge,arrow,72149,"It starts low, but increases a lot each year, it will probably surpass the other one on 2021, 2022 tops. I guess the arrow indicates us it will continue increasing"
6c3ec2,A,7,converge,animate,62426,"here the blue line changes a notably wide range and it stays almost the same for a while until the end, where it increases steadily and without getting back down"
6c3ec2,A,8,diverge,animate,45929,"This is different from the last ones, because in this case the blue line starts real good at the top, but with time it just keeps decreasing until getting really low"
6c3ec2,A,9,diverge,arrow,394865,"like the last one, the blue line starts real good, but decreases rapidly and a lot. But in this one at least the product looks like its fighting to go back up again"
704550,A,1,converge,animate,138295,Product A has had the tendency to grow its sales in the last 10 years. The sales were very low in 2010 standing at less than 10 but have grow to a all time maximum of a little more than 80.
704550,A,2,diverge,animate,129007,"Product A has been decreasing its sales. It had really high sales in 2010 ,as high as 80 but they have decreased to almost 20 with several ups and downs along the way."
704550,A,3,converge,plain,149169,Product A has been evolving in the last 10 years . Its sales have gone from almost 0 to more than 80. It had a flat line between 2012 and 2014 but then kept growing.With this it is almost reaching product B sales.
704550,A,4,diverge,arrow,77875,The sales of product A have been decreasing in the last years. From more than 80 in 2010 to less than 30 in 2020 and its expected that they keep decreasing in the upcoming years.
704550,A,5,converge,arrow,80581,Product A has been increasing its sales since 2010 when they were close to 0.Now they stande at almost 80 and its expected that the growth will continue .
704550,A,6,diverge,plain,170533,Product A has been decreasing since 2010. It had a fall in sales of about 70. It had a insignificant increase from 2014 to 2015 and 2016 to 2017 but kept decreasing afterwards.
704550,A,7,cross,animate,115282,Product A had a significant growth in sales since 2010 being able to surpass the sales of product B. The sales had a drop between 2013 and 2014 but kept growing untill 2020.
704550,A,8,cross,arrow,94360,Product A has been increasing sales and has reached the sales of product B in the middle of 2018. It had an initial drop between 2010 and 2011 but after that it had an exponential growth.
704550,A,9,cross,plain,169391,Product A began with less than 20 in sales in 2010 but reached an amazing mark of more than 80 in 2020 surpassing product B in the middle of 2018. Sales only dropped between 2013 and 2014.
7fd675,A,1,converge,arrow,164716,"The blue line has a tendency to steady growth throughout the years, apart from the offscourings of the year 2012. Nowadays has a growth tendency to outsale the other product."
7fd675,A,2,converge,plain,58069,"Had a incredible growth on the 2 first years, reaching half the sales of today day. Also hit a stag in the 2 years past that, but since that has a steady crescent tendency."
7fd675,A,3,cross,animate,78125,"Apart from having a general growth in sales, has a little of bumps a long the way, where the sales break a bit over the course of 2012 to 2014, and a stag on the 2015 to 2016 but still represents a potencial to keep growing."
7fd675,A,4,cross,arrow,79738,"had a really big loss of sales in the 1st year, only to recover almost the same amout over the next year and to grow slow and steady over the years. Between 2017 and 2018 the sales also broke."
7fd675,A,5,diverge,plain,91900,"Represents an almost linear loss of sales over the course of the 10 years represented, where over the course ofthe year 2014 and 2017 looked like it could've a tendency to grow. It didnt."
7fd675,A,6,diverge,animate,50718,"Slowly breaking in sales, with a few recover points of the year of 2014 and 2017, but in the end, represents a loss of about 50 sales over the last 10 years"
7fd675,A,7,converge,animate,60855,"An almost exponencial growth in sales in the first represented year, to break just a bit the year after, Since then an almost steady growth, where the 2014 year look the best year after the 2010."
7fd675,A,8,cross,plain,92905,"An almost linear growth tendency of the lane, yet, has years of rapidly growth in sales (2010/2014), years of slow growth (2012/2016 for example) and a huge loss of sales in 2013."
7fd675,A,9,diverge,arrow,63201,"Represents a tendency to lose sales over the last decade, where the sales in 2016 and 2018 grew in such fashion that could've give hope to stockholders, yet, the general tendency is to lose on sales."
9c8622,A,1,diverge,animate,248664,"The blue line is decreasing rapidly. Sales for Product A is on a downward trajectory and is decreasing almost every year. The slight increase in sales over the 2 years does make up for the rapid decrease and the line looks set to continue in this direction, "
9c8622,A,2,cross,plain,305862,The blue line is increasing at a high rate. Product A's sales is on an upward trajectory managing to overtake product B in sales and continuing to increase every year. Their was a slight drop in sales for one year but the overwhelming increases of sales was more than enough to make up for that. The blue lines behavior represents positive behavior.  
9c8622,A,3,cross,animate,341792,The blue is increasing steadily over the years. There were some drops over a 2 years but the big increases over another 2 years more than made up for that. The rest of the years were more steady increases with it overtaking Product B and starting to increase more gradually
9c8622,A,4,cross,arrow,154838,The blue line is increasing despite a bad start. There was a big drop initially but Product A managed to come back and increased sales rapidly over the years. It managed to overtake Product B and continues to steadily increase.
9c8622,A,5,diverge,arrow,181133,"The blue line is decreasing quite rapidly. Sales are dropping quite badly over the years for product A. Despite efforts and moderate success to try and increase sales over the 3 years, the years that followed had sharp spikes in a decrease and this looks to continue."
9c8622,A,6,converge,arrow,122611,The blue line is increasing and looks to catch up and maybe overtake Product B if this trend continues. The line is mostly positive with good growth in sales over the years.
9c8622,A,7,converge,animate,190171,"The blue line is increasing and looks to continue that trajectory. The blue line started out with a sharp increase and the steadied out with more fluctuating sales over the years in between but it remained positive and continued to grow. over the last few years, it is growing more uniformly and rapidly. "
9c8622,A,8,converge,plain,159864,The blue line is increasing and looks to continue to increase more gradually. It starts with a rapid increase over the first few years and then drops off but manages to stay relatively level. Then it continues to increase and starts getting more gradual towards the end.
9c8622,A,9,diverge,plain,146346,"The blue line is decreasing rapidly. It starts off with a rapid decrease and continues that trend overall. It has small increases over 2 years but it doesn't make up for the rapid decrease in sales. Towards the end , it looks to decrease even more and continue that path. "
bd6835,A,1,converge,animate,198661,"Sales initially increased rapidly from around 5 products to around 33 products in a year, then sales fell. In 2012, sales started to increase again, however, at a slower pace. Then it fell again slightly to increase again at a rapid pace"
bd6835,A,2,cross,plain,181071,Sales grew slowly from 2010 to 2013 and then dropped drastically.  Around 2014 there was a big jump in sales again and then it stabilized slightly. Sales continued to grow at an average pace.
bd6835,A,3,diverge,arrow,159694,"Product started with very high sales, which, however, continued to decline.  Despite three increases in sales, sales dropped drastically after each of them.  The sales forecast for the future also indicates a decline."
bd6835,A,4,cross,animate,141453,"At the beginning, the sale of the field grew, then it jumped upwards.  From 2013 to 2014, sales decreased and then increased drastically, then stabilization and further, gentler increases."
bd6835,A,5,diverge,animate,138880,"Product began to sell high, which began to slowly decline, and in 2012 this decline was greater.  Slight stabilization, followed by another, this time more drastic decrease in sales.  Gentle rise and fall again."
bd6835,A,6,converge,plain,108978,"From 2010 to 2012, a very large increase in sales followed by stabilization.  Since 2014, you can observe a bigger and smaller one, but a continuous increase in sales."
bd6835,A,7,converge,arrow,128390,A very large increase followed by a decrease in the first two years.  Then there was a drastic increase again for the next two years and the continued growth was only slightly slower.  Forecasts indicate a further increase in sales.
bd6835,A,8,diverge,plain,138564,"Continuous decline in sales of the product despite the start of high sales value.  There were two increases during the period, but they did not have a major impact as sales continued to decline."
bd6835,A,9,cross,arrow,135902,A drastic drop in sales at the beginning to then start to grow very quickly.  a slight decline in the months of 2017 and 2018 did not prevent the sales of product B from being higher than in 2019.
db91ff,A,1,converge,animate,375619,"The sales of the product A start in 5 by the 2010 and then it start to grow, until it got 80 sales in 2020, less than the product B. It seems to have a great advance or growth in 2011 because from 5 grow to 35 approximately, then in 2012 decrease 10 sales and it remained low in 2013, 2014 and in 2015 increase again and got 50 sales, it maintain that way for two years and then start to increase to 60 sales in 2018, 70 sales in 2019 and then finally got to 80 sales in 2020."
db91ff,A,2,converge,plain,281131,"The product A seems to had less sales than the product B. The sales of the product A start on 0 in 2010, then it star to increase so got 15 sales in 2011, and in 2012 got a huge increase because got 40 sales, the sales maintain on that level for 2 year, and then increase to 50 sales in 2015, increase just a little in 2016 and then in 2017 start to grow again in an importatn way. In 2017 got 60 sales, in 2018 got 70 sales, until reach the 80 sales in 2020."
db91ff,A,3,cross,animate,154940,"Start in 15 sales in 2010, then increase to 23 sales in 2011, then got a huge increase in 2012 because it got 40 sales. But in the next few year decrease a little bit and got to 30 sales in 2014, then it started to grow until it got 55 sales in 2015, and the increase didn´t stop until it got like it seems 80 sales in 2020."
db91ff,A,4,cross,plain,135383,"It sarted good, increasing. In the 2010 got 20 sales, in 2013 got 45 sales and start to decrease until it got 35 sales in 2014, then it grow again and reach 55 sales in 2015, and the grow didn´t stop until it got more than 80 sales in 2020."
db91ff,A,5,diverge,arrow,195488,"It started really good, in 2010 got 85 sales, but from there it just decreased until it got 52 sales in 2014 it maintain until 2015 but then it decreased again because in 2016 got 35 sales, after this year increased again and reach almost the 50 sales. Then another decreased show and gt 15 sales in 2018, in 2019 it recover a little and got 30 sales, but in 2020 it decreased again."
db91ff,A,6,diverge,animate,127468,"It started really good in 83 sales in 2010, decreased a lot and in 2015 it only got 58 sales, it kept decreasing and in 2017 only got 25 sales, after this got an increase and in 2018 got 35 sales but it decreased again and in 2020 only goy 24 sales."
db91ff,A,7,converge,arrow,91092,"Start in 5 sales in 2010, and it keep increasing until in 2014 got almosto 50 sales. The growth didn´t stop and in 2018 got 60 sales, in 2019 reach the 70 sales and in 2020 got 80 sales, and it seem it will keep increasing."
db91ff,A,8,cross,arrow,116662,"Start in 25 sales in 2010, then got a decrease in 2011 but it recovered very fast and in 2013 got 30 sales. It kept increasing and in 2017 got 65 sales, decrease again just a little bit in 2017 until in 2020 reach the 80 sales."
db91ff,A,9,diverge,plain,90208,"It started in very high sales, but it end with only 10 sales. Started with 80 sales in 2010, and from there only kept decreasing, in 2014 only got 50 sales, in 2016 got 40 sales and in 2020 got 10 sales."
e752cb,A,1,diverge,arrow,220952,"The sales of Product A have been decreasing since 2010. The product kind of had a recovery in 2017 but, it went even lower the next year. Probably it's time for the company to discontinue Product A from the market."
e752cb,A,2,diverge,plain,165714,"The sales of Product A have lowered exponentially over the last 10 years. The started really solid in 2010, but since then, they have decreased almost 8 times what they used to be."
e752cb,A,3,converge,animate,103874,The sales of Product A have increased a lot over the past 10 years. They were almost none existent in 2010 but they have almost reached the same numbers as Product B.
e752cb,A,4,cross,arrow,163718,"Product A has had a rebound since their almost red numbers in 2011, and now is the best selling product of the company. During the course of 2018 reached the same numbers as Product A and ever since has now gone even higher."
e752cb,A,5,diverge,animate,245230,"The sales of Product A started really good in 2010 but ever since they have decreased a lot, over the last 10 years, but their numbers have not been yet alarming to get to 0, so there is still time for a resurgence."
e752cb,A,6,cross,animate,326213,"Product A has had some ups and downs during their last 10 years, but ever since 2014, their numbers had gone to the roof. In 2018 it had the same sales than Product B, but since then, Product A overcame it."
e752cb,A,7,converge,arrow,170885,"Product A started in 2010 with really positive sales, but the next year they went down badly, but ever since 2012 they have only gone up and never looked back."
e752cb,A,8,converge,plain,368113,Product A has had a really good sales history in the past 10 years. Starting in 0 in 2010 and since then it has only gone up. A couple years more and with this projection it could reach the same numbers as Product B.
e752cb,A,9,cross,plain,489982,"Product A has had a really good decade in terms of sales numbers. The have only gone up, and in the middle of 2018 it equaled and passed the numbers of Product B."
eaac63,A,1,converge,plain,114434,"The Product A starts from 0 on 2010 and it reach 70 on 2020, it almost reach the same as product B, that is the grey line, as you can see on 2020. That is all."
eaac63,A,2,cross,animate,88758,"The blue line (Product A) starts on 20 sales on 2010 and it superpast the sales of product B on year 2020, between 2017 and 2018 they have the same sale.s"
eaac63,A,3,diverge,plain,307934,"The product A starts their sale on 80 on 2010 and it descendt abrupty along the 10 years, reaching just 10 sales on 2020, Product B sales are steady. They are opposit"
eaac63,A,4,converge,arrow,276341,"The product A starts their sale on nearly 0 on 2010 and it increases abrupty along the 10 years, reaching more than 70 and their sale still keep growing."
eaac63,A,5,diverge,arrow,84986,"Both, product A and product B start with almost the same sales, 80 and 90 sales on 2010, both start descending their sales, but the blue line indicatest that continue descending."
eaac63,A,6,cross,plain,158684,"The blue line starts on 20 sales on 2020, and the product B starts on 60 sales on 2010, both product increase their sales, and between 2018 and 2019 the blue line exceed the grey line."
eaac63,A,7,cross,arrow,63760,"The blue line starts on almost 30 sales on 2010, and the product B starts on 70 sales on 2010, product A increase their sales, and between 2018 and 2019 the blue line exceed the grey line."
eaac63,A,8,diverge,animate,476322,"Both sales start high, with more than 80 sales on 2010, the sales of both product star decreasing on 2010, in the blue line is more notorious than the grey line."
eaac63,A,9,converge,animate,85136,"The blue line starts on 0 on 2010, the sales of both product start increasing on 2010, in the blue line is more notorious than the grey line. The blue line gained a lot of sales."
f4bb03,A,1,converge,plain,232813,"The product A had a very strong launch,  with a marked increased in its first 2 years (2010 - 2012). The next 2 years the sales appear to had reach a plateau but in 2014 the sales started growing again and have continued to be growing since then. "
f4bb03,A,2,converge,arrow,292970,The first year of this product's sales started fine but in the next year the sales declined in at least one third.  From 2012 on the sales have been growing at different rates.
